X,Y,OBJECTID_1,CECPlantID,PlantName,EIAPlantID,RPS_Eligible,SmallPlant,Peaker,Small_Hydro,SolarThermal,Pumped_Storage,Pumping_Generating,SelfGeneration,SelfGenerationNAICSID,CoGeneration,CoGenerationNAICSID,NoReport,Retired_Plant,CEC_Jurisdictional,OwnerID,UtilityID,OperatorCompanyID,PreparerCompanyID,Street,City,County,State,Zip,Capacity_Latest,Units,PriEnergySource,LastReportedYear,Lon_WGS84,Lat_WGS84,Annual_Hyperlink,Monthly_Hyperlink
-13664196.2932,4622101.8286,3160,E0197,Central LF (Sonoma) Phase III,55880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Sonoma County Department of Transportation and Public Works,Pacific Gas & Electric (PG&E),Sonoma County Department of Transportation and Public Works,Sonoma County Department of Transportation and Public Works,500 Mecham Road,Petaluma,Sonoma,CA,94952,1.6,"P31, P32",LFG,2021,-122.74756375,38.3014731149909,https://repository.energy.ca.gov/powerplantsgeneration/E0197_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13460155.2932,4618688.0036,3161,E0201,Buena Vista Biomass,58472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Buena Vista Biomass Power,Pacific Gas & Electric (PG&E),Buena Vista Biomass Power,Buena Vista Biomass Power,4655 Coal Mine Road,Ione,Amador,CA,95640,0,,,2021,-120.91463227,38.2774029443817,https://repository.energy.ca.gov/powerplantsgeneration/E0201_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0201_monthly.png
-13046327.7148,3879212.4691,3162,E0202,MM San Diego LLC - North City,55602,1,1,0,0,0,0,0,1,0,0,0,0,0,0,City of San Diego Public Utilities Department,San Diego Gas & Electric,City of San Diego Public Utilities Department,City of San Diego Public Utilities Department,4949 Eastgate Mall Road,San Diego,San Diego,CA,92121,3.8,Gen 1-4,LFG,2021,-117.19715588,32.8786849577678,https://repository.energy.ca.gov/powerplantsgeneration/E0202_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13491096.6103,4652422.8448,3163,E0203,Kiefer Landfill Gas-to-Energy Facility,55766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,County of Sacramento Department of Waste Management & Recycling,Sacramento Municipal Utility District (SMUD),Landfill Energy Systems,County of Sacramento Department of Waste Management & Recycling,12701 Kiefer Boulevard,Sloughhouse,Sacramento,CA,95683,9.15,"1, 2, 3",LFG,2021,-121.19258285,38.5149097554986,https://repository.energy.ca.gov/powerplantsgeneration/E0203_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13041193.3584,3874417.3815,3164,E0205,Miramar Energy LLC LFG,55094,1,1,0,0,0,0,0,0,0,0,0,0,0,0,OPAL Fuels,San Diego Gas & Electric,OPAL Fuels,OPAL Fuels,5244 Convoy Street,San Diego,San Diego,CA,92111,3.2,"Gen 1, Gen 2",LFG,2021,-117.15103317,32.8425022457791,https://repository.energy.ca.gov/powerplantsgeneration/E0205_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13267553.2403,4047794.2557,3165,E0211,Oxnard Wastewater Treatment Plant,50224,0,1,0,0,0,0,0,1,221320,1,221320,0,0,0,City of Oxnard Wastewater Division,Southern California Edison (SCE),City of Oxnard Wastewater Division,City of Oxnard Wastewater Division,6001 South Perkins Road,Oxnard,Ventura,CA,93033,1.5,"7610, 7710, 7810",OBG,2021,-119.18445859,34.1413243473203,https://repository.energy.ca.gov/powerplantsgeneration/E0211_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13167402.8189,4002221.7982,3166,E0212,Total Energy Facilities,10091,1,0,0,0,0,0,0,1,221320,1,221320,0,0,0,Sanitation Districts of Los Angeles County,Southern California Edison (SCE),Sanitation Districts of Los Angeles County,Sanitation Districts of Los Angeles County,24501 South Figueroa,Carson,Los Angeles,CA,90745,38.4,"GEN 1, GEN 2, GEN 3, GEN 4-repower",OBG,2021,-118.28479204,33.8018167384772,https://repository.energy.ca.gov/powerplantsgeneration/E0212_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0212_monthly.png
-13506456.7227,4571428.4357,3167,E0213,DTE Stockton (POSDEF Repower C0004),54238,1,0,0,0,0,0,0,1,321900,1,321900,0,0,0,DTE Stockton LLC,Pacific Gas & Electric (PG&E),FPL Energy Operating Services Inc,DTE Stockton LLC,2526 West Washington Street,Stockton,San Joaquin,CA,95203,50,GEN 1,WDS,2021,-121.33056508,37.9433661506722,https://repository.energy.ca.gov/powerplantsgeneration/E0213_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0213_monthly.png
-13559987.6733,4427197.0985,3168,E0214,Ameresco Santa Cruz Energy,56428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Ameresco Inc,Pacific Gas & Electric (PG&E),Ameresco Inc,Ameresco Inc,1231 Buena Vista Rd.,Watsonville,Santa Cruz,CA,95076,3.18,"Unit 1, Unit 2, Unit 3",LFG,2021,-121.81144179,36.9145087439137,https://repository.energy.ca.gov/powerplantsgeneration/E0214_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13573673.7352,4579986.5835,3169,E0217,Ameresco Keller Canyon,56897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Ameresco Inc,Pacific Gas & Electric (PG&E),Ameresco Inc,Ameresco Inc,901 Bailey Road,Pittsburg,Contra Costa,CA,94565,3.84,"Unit 1, Unit 2",LFG,2021,-121.93438578,38.0039694874965,https://repository.energy.ca.gov/powerplantsgeneration/E0217_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13626177.4923,4509594.4148,3170,E0218,Ameresco Half Moon Bay (Ox Mountain Landfill),56895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ameresco Inc,Pacific Gas & Electric (PG&E),Ameresco Inc,Ameresco Inc,12310 San Mateo Rd,Half Moon Bay,San Mateo,CA,94019,11.46,"1, 2, 3, 4, 5, 6",LFG,2021,-122.40603505,37.5040124434626,https://repository.energy.ca.gov/powerplantsgeneration/E0218_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0218_monthly.png
-13507698.4847,4698513.6881,3171,E0225,Lincoln Landfill - WPWMA,57362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Energy 2001 Inc,City of Roseville,Energy 2001 Inc,Energy 2001 Inc,3155 Athens Ave,Lincoln,Placer,CA,95677,4.86,"Unit 1, Unit 2, Unit 3, Unit 4, Unit 5, Unit 6",LFG,2021,-121.34172002,38.8381450617106,https://repository.energy.ca.gov/powerplantsgeneration/E0225_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13103486.3853,3990693.15,3172,E0226,Bowerman Power Landfill Gas,59461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Bowerman Power LFG,Southern California Edison (SCE),Bowerman Power LFG,Bowerman Power LFG,11006 Bee Canyon Access Road,Irvine,Orange,CA,92602,23.59,"E-1, E-2, E-3, E-4, E-5, E-6, E-7",LFG,2021,-117.71062095,33.7157155641765,https://repository.energy.ca.gov/powerplantsgeneration/E0226_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0226_monthly.png
-13215978.2547,4048661.3745,3173,E0227,Calabasas Gas-to-Energy Facility,57163,1,0,0,0,0,0,0,1,92411,0,0,0,0,0,Sanitation Districts of Los Angeles County,Southern California Edison (SCE),Sanitation Districts of Los Angeles County,Sanitation Districts of Los Angeles County,5300 Lost Hils Road,Agoura,Los Angeles,CA,91301,13.8,"Gen-1, Gen-2, Gen-3",LFG,2021,-118.72115261,34.1477710933878,https://repository.energy.ca.gov/powerplantsgeneration/E0227_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0227_monthly.png
-13404418.2956,4157127.8223,3174,E0228,Santa Maria II Landfill,57101,1,1,0,0,0,0,0,0,0,1,622000,0,0,0,J&A Santa Maria,Pacific Gas & Electric (PG&E),J&A Santa Maria,J&A Santa Maria,2065 East Main Street,Santa Maria,Santa Barbara,CA,93454,1.4,1,LFG,2021,-120.4139383,34.9502901354341,https://repository.energy.ca.gov/powerplantsgeneration/E0228_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13245401.322,4250021.9266,3175,E0232,Mt. Poso Cogeneration,54626,1,0,0,0,0,0,0,0,0,1,211111,0,0,0,Mt Poso Cogeneration Co,Pacific Gas & Electric (PG&E),Mt Poso Cogeneration Co,Mt Poso Cogeneration Co,36157 Famoso Woody Road,Bakersfield,Kern,CA,93308,63.64,412585,WDS,2021,-118.98546452,35.6314111769339,https://repository.energy.ca.gov/powerplantsgeneration/E0232_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0232_monthly.png
-13562444.8428,4623983.6482,3176,E0236,Hay Road,58320,1,1,0,0,0,0,0,0,0,0,0,0,0,0,G2 Energy (Hay Road) LLC,Pacific Gas & Electric (PG&E),G2 Energy (Hay Road) LLC,G2 Energy (Hay Road) LLC,6426 Hay Road,Vacaville,Solano,CA,95687,1.6,362,LFG,2021,-121.83351492,38.3147380205894,https://repository.energy.ca.gov/powerplantsgeneration/E0236_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13513846.4002,4732476.2434,3177,E0237,Ostrom Road,57133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,G2 Energy (Ostrom Road) LLC,Pacific Gas & Electric (PG&E),G2 Energy (Ostrom Road) LLC,G2 Energy (Ostrom Road) LLC,5900 Ostrom Road,Wheatland,Yuba,CA,95692,3.2,"359, 361",LFG,2021,-121.39694769,39.0753895797581,https://repository.energy.ca.gov/powerplantsgeneration/E0237_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13613972.0515,4554883.4115,3178,E0242,EBMUD Wastewater Treatment Plant Digester Gas Turbine,57696,1,1,0,0,0,0,0,1,221310,0,0,0,0,0,East Bay Municipal Utility District (EBMUD),Pacific Gas & Electric (PG&E),East Bay Municipal Utility District (EBMUD),East Bay Municipal Utility District (EBMUD),2020 Wake Avenue,Oakland,Alameda,CA,94607,4.6,1,OBG,2021,-122.29639171,37.8260630524678,https://repository.energy.ca.gov/powerplantsgeneration/E0242_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13622939.7818,5076614.9777,3179,E0243,Roseburg Forest Products (Weed Cogeneration Plant),56469,1,0,0,0,0,0,0,1,321212,1,321212,0,0,0,Roseburg Forest Products,Pacific Gas & Electric (PG&E),Roseburg Forest Products,Roseburg Forest Products,98 Mill Street,Weed,Siskiyou,CA,96094,13.41,Turbine,OBS,2021,-122.37695021,41.434310537835,https://repository.energy.ca.gov/powerplantsgeneration/E0243_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0243_monthly.png
-13046352.8697,3879246.1907,3180,E0244,North City Cogeneration Facility Expansion (NCCFE),Missing,1,1,0,0,0,0,0,0,0,1,221300,0,0,0,City of San Diego,San Diego Gas & Electric,City of San Diego,City of San Diego,4949 Eastgate Mall,San Diego,San Diego,CA,92121,1.6,Unit 1,LFG,2021,-117.19738185,32.8789393615255,https://repository.energy.ca.gov/powerplantsgeneration/E0244_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13550524.1824,4818773.6108,3181,E0248,Ameresco Butte County Neal Road Landfill,57771,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Ameresco Inc,Pacific Gas & Electric (PG&E),Ameresco Inc,Ameresco Inc,1023 Neal Road,Paradise,Butte,CA,95969,2.16,Unit 1,LFG,2021,-121.72642981,39.6746381011517,https://repository.energy.ca.gov/powerplantsgeneration/E0248_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13117983.0742,4019729.2976,3182,E0249,Brea Expansion Plant - Brea Power II LLC,58007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Brea Parent 2007 LLC c/o Broadrock Renewables LLC,Southern California Edison (SCE),Brea Parent 2007 LLC c/o Broadrock Renewables LLC,Brea Parent 2007 LLC c/o Broadrock Renewables LLC,1935 Valencia Avenue,Brea,Orange,CA,92823,32.81,1-5,LFG,2021,-117.84084692,33.9324051580969,https://repository.energy.ca.gov/powerplantsgeneration/E0249_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0249_monthly.png
-13066515.9381,4268166.3833,3183,C0001,ACE Cogeneration (ACE is Argus Cogen Expansion - Retired),10002,0,0,0,0,0,0,0,0,0,1,325100,1,1,0,ACE Cogeneration Co,Southern California Edison (SCE),ACE Cogeneration Co,ACE Cogeneration Co,12801 Mariposa Street,Trona,San Bernardino,CA,93562,0,,,2014,-117.37850977,35.7637801980248,https://repository.energy.ca.gov/powerplantsgeneration/C0001_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0001_monthly.png
-13506202.4643,4571161.998,3184,C0004,Port of Stockton District Energy Facility - Retired Jan 2011,54238,0,0,0,0,0,0,0,1,321900,1,321900,1,1,0,DTE Stockton LLC,Pacific Gas & Electric (PG&E),FPL Energy Operating Services Inc,DTE Stockton LLC,2526 West Washington Street,Stockton,San Joaquin,CA,95203,0,,,2010,-121.32828104,37.9414786060245,https://repository.energy.ca.gov/powerplantsgeneration/C0004_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0004_monthly.png
-13460057.6887,4618759.8311,3185,C0005,Buena Vista Biomass Power (Jackson Valley) Retired Dec 2012,56446,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Jackson Valley Energy Part LP,Pacific Gas & Electric (PG&E),Jackson Valley Energy Part LP,Jackson Valley Energy Part LP,4655 Coal Mine Road,Ione,Amador,CA,95640,0,,,2012,-120.91375547,38.2779094673684,https://repository.energy.ca.gov/powerplantsgeneration/C0005_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0005_monthly.png
-13319199.418,4337787.8409,3186,C0007,Hanford - Retired October 2011,10373,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Hanford LP,Pacific Gas & Electric (PG&E),Hanford LP,Hanford LP,10596 Idaho Avenue,Hanford,Kings,CA,93230,0,,,2011,-119.64840409,36.2696451334367,https://repository.energy.ca.gov/powerplantsgeneration/C0007_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0007_monthly.png
-13566520.7981,4583773.1155,3187,C0008,East Third Street Power Plant - Retired April 2012,10367,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GWF Power Systems LP,Pacific Gas & Electric (PG&E),GWF Power Systems LP,GWF Power Systems LP,895 East Third Street,Pittsburg,Contra Costa,CA,94565,0,,,2012,-121.87012985,38.0307673199266,https://repository.energy.ca.gov/powerplantsgeneration/C0008_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0008_monthly.png
-13565417.6922,4581687.7655,3188,C0009,Loveridge Road Power Plant - Retired April 2012,10368,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GWF Power Systems LP,Pacific Gas & Electric (PG&E),GWF Power Systems LP,GWF Power Systems LP,1600 Loveridge Road,Pittsburg,Contra Costa,CA,94565,0,,,2012,-121.86022048,38.0160102097685,https://repository.energy.ca.gov/powerplantsgeneration/C0009_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0009_monthly.png
-13553811.3613,4580943.5729,3189,C0010,Wilbur East Power Plant - Retired April 2012,10370,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GWF Power Systems LP,Pacific Gas & Electric (PG&E),GWF Power Systems LP,GWF Power Systems LP,3400 Wilbur Avenue East,Antioch,Contra Costa,CA,94509,0,,,2012,-121.75595904,38.0107431645899,https://repository.energy.ca.gov/powerplantsgeneration/C0010_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0010_monthly.png
-13556565.3919,4581072.8044,3190,C0011,Wilbur West Power Plant - Retired April 2012,10369,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GWF Power Systems LP,Pacific Gas & Electric (PG&E),GWF Power Systems LP,GWF Power Systems LP,1900 Wilbur Avenue West,Antioch,Contra Costa,CA,94509,0,,,2012,-121.78069892,38.0116578315152,https://repository.energy.ca.gov/powerplantsgeneration/C0011_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0011_monthly.png
-13579556.5806,4585574.283,3191,C0012,Nichols Road Power Plant - Retired April 2012,10371,0,0,0,0,0,0,0,0,0,0,0,1,1,0,GWF Power Systems LP,Pacific Gas & Electric (PG&E),GWF Power Systems LP,GWF Power Systems LP,555 Nichols Road,Bay Point,Contra Costa,CA,94565,0,,,2012,-121.98723228,38.0435110025332,https://repository.energy.ca.gov/powerplantsgeneration/C0012_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0012_monthly.png
-13247687.502,4242500.9225,3192,C0016,Mt. Poso Cogeneration - Retired November 2011,54626,0,0,0,0,0,0,0,0,0,1,211111,1,1,0,Mt Poso Cogeneration Co,Pacific Gas & Electric (PG&E),Mt Poso Cogeneration Co,Mt Poso Cogeneration Co,36157 Famoso Woody Road,Bakersfield,Kern,CA,93308,0,,,2011,-119.00600162,35.5764789079115,https://repository.energy.ca.gov/powerplantsgeneration/C0016_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0016_monthly.png
-13252730.2125,4265113.3096,3193,C0018,Rio Bravo Jasmin (Retired 1/20/2016),10768,0,0,0,0,0,0,0,0,0,1,211111,1,1,0,IHI Power Services Corp,Southern California Edison (SCE),IHI Power Services Corp,IHI Power Services Corp,11258 Porterville Highway,Bakersfield,Kern,CA,93380,0,,,2016,-119.05130106,35.7415225270229,https://repository.energy.ca.gov/powerplantsgeneration/C0018_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0018_monthly.png
-13061835.3982,4110182.7364,3194,C0019,TXI Riverside Cement Power House (Shutdown March 2008),50557,0,0,0,0,0,0,0,1,327310,1,327310,1,1,0,TXI Riverside Cement,Southern California Edison (SCE),TXI Riverside Cement,TXI Riverside Cement,19409 National Trails Highway,Oro Grande,San Bernardino,CA,92368,0,,,2008,-117.33646377,34.6039041512659,https://repository.energy.ca.gov/powerplantsgeneration/C0019_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0019_monthly.png
-13498671.7435,4567111.1431,3195,C0021,Stockton CoGen (Retired 3/31/2012 - Repowered E0002),10640,0,0,0,0,0,0,0,1,311220,1,311220,1,1,0,Air Products and Chemicals Inc,Pacific Gas & Electric (PG&E),Stockton CoGen Company,Air Products and Chemicals Inc,1010 Zephyr Street,Stockton,San Joaquin,CA,95206,0,,,2012,-121.26063142,37.9127748583608,https://repository.energy.ca.gov/powerplantsgeneration/C0021_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0021_monthly.png
-13255394.2684,4238506.2283,3196,C0022,Rio Bravo Poso (Retired 2/12/2015),10769,0,0,0,0,0,0,0,0,0,1,211111,1,1,0,IHI Power Services Corp,Pacific Gas & Electric (PG&E),IHI Power Services Corp,IHI Power Services Corp,16608 Porterville Highway,Bakersfield,Kern,CA,93308,0,,,2015,-119.07523268,35.5472869389351,https://repository.energy.ca.gov/powerplantsgeneration/C0022_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0022_monthly.png
-12756761.5426,4181972.2978,3197,C0024,Mohave Generating Station (Nevada) - Retired December 2005,2341,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),Southern California Edison (SCE),,Laughlin,Clark,NV,89029,0,,,2005,-114.5959387,35.1330166331502,https://repository.energy.ca.gov/powerplantsgeneration/C0024_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/C0024_monthly.png
-13484936.8298,5031993.49,3198,E0003,Big Valley Power LLC_(Retired June 30  2010),10288,1,0,0,0,0,0,0,1,221100,0,0,1,1,0,Big Valley Power LLC,Pacific Gas & Electric (PG&E),Big Valley Power LLC,Big Valley Power LLC,Highway 299 East,Bieber,Lassen,CA,96009,0,,,2010,-121.1372486,41.1330982383686,https://repository.energy.ca.gov/powerplantsgeneration/E0003_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13540856.9492,4999075.8405,3199,E0006,Burney Mountain Power (Retired 10/31/2010),54219,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Burney Mountain Power,Pacific Gas & Electric (PG&E),Covanta Power Pacific Inc,Covanta Power Pacific Inc,Highway 299 East and Energy Drive,Burney,Shasta,CA,96013,0,,,2010,-121.63958758,40.9100007229485,https://repository.energy.ca.gov/powerplantsgeneration/E0006_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0006_monthly.png
-13454959.6666,4506927.3301,3200,E0012,TID Fuel Cell (Retired 2012),56631,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Turlock Irrigation District,Turlock Irrigation District,Turlock Irrigation District,Turlock Irrigation District,901 South Walnut Road,Turlock,Stanislaus,CA,95380,0,,,2011,-120.86795916,37.4850032282409,https://repository.energy.ca.gov/powerplantsgeneration/E0012_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13498215.1709,4572341.3139,3201,E0032,Diamond Walnut - Retired December 2005,10257,0,1,0,0,0,0,0,1,311600,1,311600,1,1,0,Diamond Walnut Growers Inc,Pacific Gas & Electric (PG&E),Diamond Walnut Growers Inc,Diamond Walnut Growers Inc,1050 S Diamond,Stockton,San Joaquin,CA,95201,0,,,2005,-121.25652996,37.9498329547675,https://repository.energy.ca.gov/powerplantsgeneration/E0032_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13782583.593,4785448.194,3202,E0039,Fort Bragg Western Wood Products - Retired December 2001,10607,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Georgia Pacific Corp,Pacific Gas & Electric (PG&E),Georgia Pacific Corp,Georgia Pacific Corp,90 West Redwood Avenue,Fort Bragg,Mendocino,CA,95437,0,,,2001,-123.81105496,39.4438362889996,https://repository.energy.ca.gov/powerplantsgeneration/E0039_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0039_monthly.png
-12858784.6235,3882541.2047,3203,E0042,Mesquite Lake Resource Recovery Project - Retired Dec 2008,50363,0,1,0,0,0,0,0,1,221100,0,0,1,1,0,Chateau Energy Inc,Imperial Irrigation District,Chateau Energy Inc,Chateau Energy Inc,3559 Highway 111,Imperial,Imperial,CA,92251,0,,,2008,-115.51242762,32.9037942076624,https://repository.energy.ca.gov/powerplantsgeneration/E0042_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13428365.673,4489626.7897,3204,E0043,J R Wood Incorporated - Retired December 2004,10780,0,1,0,0,0,0,0,0,0,1,322110,1,1,0,Dole Packaged Frozen Foods,Pacific Gas & Electric (PG&E),Dole Packaged Frozen Foods,Dole Packaged Frozen Foods,7916 West Bellevue Road,Atwater,Merced,CA,95301,0,,,2004,-120.62906125,37.3615789860528,https://repository.energy.ca.gov/powerplantsgeneration/E0043_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13825409.2143,4983658.2675,3205,E0048,Samoa Pulp Mill (Closed) - Retired December 2008,10074,0,0,0,0,0,0,0,1,322110,1,322110,1,1,0,Evergreen Pulp Incorporated,Pacific Gas & Electric (PG&E),Evergreen Pulp Incorporated,Evergreen Pulp Incorporated,1 TCF Drive,Samoa,Humboldt,CA,95564,0,,,2008,-124.19576406,40.8052492148998,https://repository.energy.ca.gov/powerplantsgeneration/E0048_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0048_monthly.png
-13448344.8347,4631560.2892,3206,E0051,Wheelabrator Martell Inc - Retired December 2003,50950,1,0,0,0,0,0,0,0,0,1,321920,1,1,0,Wheelabrator Martell Inc,Pacific Gas & Electric (PG&E),Wheelabrator Martell Inc,Sierra Pacific Industries Inc,11901 Ampine Fibreform Road,Sutter Creek,Amador,CA,95685,0,,,2003,-120.80853711,38.3681210469205,https://repository.energy.ca.gov/powerplantsgeneration/E0051_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0051_monthly.png
-13471643.2736,4909257.0935,3207,E0056,Mount  Lassen Power (Retired 2011),54468,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Mt Lassen Power,Pacific Gas & Electric (PG&E),Covanta Power Pacific Inc,Covanta Power Pacific Inc,1/2 mi. west of Town Coounty Road A21,Westwood,Lassen,CA,96137,0,,,2011,-121.01783055,40.2974196768192,https://repository.energy.ca.gov/powerplantsgeneration/E0056_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0056_monthly.png
-13025651.4468,3842140.7068,3208,E0061,Otay 1 & 2 Power Station (Retired 12/13/2019),52204,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Otay Landfill Gas LLC,San Diego Gas & Electric,Otay Landfill Gas LLC,Otay Landfill Gas LLC,1600 Maxwell Road,Chula Vista,San Diego,CA,91911,0,,,2019,-117.0114178,32.5985657963113,https://repository.energy.ca.gov/powerplantsgeneration/E0061_annual.png,https://caenergy.maps.arcgis.com/sharing/rest/content/items/844dd0da23874bbda21b0eb7f1d6bab3/data
-13532616.0032,4790810.5348,3209,E0064,Pacific Oroville Power Inc (Retired 10/20/2012),54469,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Pacific Oroville Power Inc,Pacific Gas & Electric (PG&E),Covanta Power Pacific Inc,Covanta Power Pacific Inc,3050 South 5th Avenue,Oroville,Butte,CA,95965,0,,,2012,-121.5655579,39.4810260874786,https://repository.energy.ca.gov/powerplantsgeneration/E0064_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0064_monthly.png
-13430182.557,4925503.9628,3210,E0082,SPI - Susanville - Shut Down 2004,50113,1,0,0,0,0,0,0,1,321910,1,321910,1,1,0,Sierra Pacific Industries Inc,Lassen Municipal Utility District,Sierra Pacific Industries Inc,Sierra Pacific Industries Inc,Sunkist Avenue,Susanville,Lassen,CA,96130,0,,,2004,-120.64538259,40.4086422166244,https://repository.energy.ca.gov/powerplantsgeneration/E0082_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0082_monthly.png
-13385025.4219,4818119.114,3211,E0084,SPI - Loyalton - Shut Down 08/20/2010,50111,1,0,0,0,0,0,0,1,321910,1,321910,1,1,0,Sierra Pacific Industries Inc,Sierra Pacific Resources,Sierra Pacific Industries Inc,Sierra Pacific Industries Inc,100 Railroad Avenue,Loyalton,Sierra,CA,96118,0,,,2010,-120.23972915,39.6701126487487,https://repository.energy.ca.gov/powerplantsgeneration/E0084_annual.png,https://repository.energy.ca.gov/powerplantsgeneration/E0084_monthly.png
