"CompanyName","CECPlantID","PlantName","City","County","State"
"Southern California Edison (SCE)","S0200","SPVP033 Ontario - Kennedy 3","Ontario","San Bernardino","CA"
"Southern California Edison (SCE)","S0201","SPVP042 Porterville (Vestal)","Porterville","Tulare","CA"
"Southern California Edison (SCE)","S0202","SPVP044 Perris (Valley)","Perris","Riverside","CA"
"OL Elk Grove Trust a Delaware Statutory Trust","S0203","Green Acres Solar Facility 2","Elk Grove","Sacramento","CA"
"OL Elk Grove Trust a Delaware Statutory Trust","S0204","Green Acres Solar Facility 1","Elk Grove","Sacramento","CA"
"Canadian Solar","S0205","RE Kammerer Road 1","Sloughhouse","Sacramento","CA"
"Canadian Solar","S0206","RE Kammerer Road 2","Elk Grove","Sacramento","CA"
"Canadian Solar","S0207","RE Kammerer Road 3","Elk Grove","Sacramento","CA"
"Thrifty Oil","S0208","Golden Springs Building C1","Los Angeles","Los Angeles","CA"
"Thrifty Oil","S0209","Golden Springs Building D1","Santa Fe Springs","Los Angeles","CA"
"Not Available","S0210","SS San Antonio West  LLC","Chino","Riverside","CA"
"Canadian Solar","S0211","RE McKenzie 1","Galt","Sacramento","CA"
"Canadian Solar","S0212","RE McKenzie 2","Galt","Sacramento","CA"
"Canadian Solar","S0213","RE McKenzie 3","Galt","Sacramento","CA"
"Canadian Solar","S0214","RE McKenzie 4","Galt","Sacramento","CA"
"Canadian Solar","S0215","RE McKenzie 5","Galt","Sacramento","CA"
"Canadian Solar","S0216","RE McKenzie 6","Galt","Sacramento","CA"
"Los Angeles Department of Water & Power (LADWP)","S0218","Adelanto Solar Power Project","Adelanto","San Bernardino","CA"
"Los Angeles Community College District","S0219","LAPC Carport Shade Structures (Los Angeles Pierce College)","Woodland Hills","Los Angeles","CA"
"Kaiser Permanente","S0220","RE Mohican","Livermore","Alameda","CA"
"Intertie","S0221","Industry MetroLink PV 1","City of Industry","Los Angeles","CA"
"PureGen Power","S0222","RE North Face","Visalia","Tulare","CA"
"Pacific Gas & Electric (PG&E)","S0223","West Gates Solar Station","Huron","Fresno","CA"
"Pacific Gas & Electric (PG&E)","S0224","Gates Solar Station","Huron","Fresno","CA"
"Pacific Gas & Electric (PG&E)","S0225","Guernsey Solar Station","Hanford","Kings","CA"
"L-8 Solar Project LLC","S0226","L-8 Solar Project","Palmdale","Los Angeles","CA"
"Southern California Edison (SCE)","S0227","SPVP027 Rialto","Rialto","San Bernardino","CA"
"NRG Solar Alpine LLC","S0237","Alpine Solar","Lancaster","Los Angeles","CA"
"Clearway Energy","S0238","NRG Solar Borrego I","Borrego Springs","San Diego","CA"
"Clearway Energy","S0239","TA High Desert Antelope Power Plant","Lancaster","Los Angeles","CA"
"Clearway Energy","S0240","California Valley Solar Ranch","Santa Margarita","San Luis Obispo","CA"
"AV Solar Ranch 1 LLC","S0241","Antelope Valley Solar Ranch 1","Lancaster","Los Angeles","CA"
"Agua Caliente Solar LLC","S0242","Agua Caliente Solar (AZ)","Dateland","Yuma","AZ"
"Copper Mountain Solar","S0243","Copper Mountain I (NV)","Boulder City","Clark","NV"
"Copper Mountain Solar","S0244","Copper Mountain II (NV)","Boulder City","Clark","NV"
"Topaz Solar Farms LLC","S0245","Topaz Solar Farms LLC","Santa Margarita","San Luis Obispo","CA"
"CED California Holdings LLC","S0246","Alpaugh 50  LLC","Alpaugh","Tulare","CA"
"CED California Holdings LLC","S0247","Alpaugh North  LLC","Alpaugh","Tulare","CA"
"CED California Holdings LLC","S0248","White River Solar  LLC CED","Alpaugh","Tulare","CA"
"CED California Holdings LLC","S0249","Corcoran LLC CED","Corcoran","Kings","CA"
"Solar Power Inc","S0250","North Palm Springs 1A","North Palm Springs","Riverside","CA"
"Solar Power Inc","S0251","North Palm Springs 4A","North Palm Springs","Riverside","CA"
"BHE Renewables, LLC","S0252","Solar Star I (MidAmerican)","Rosamond","Kern","CA"
"BHE Renewables, LLC","S0253","Solar Star II (MidAmerican)","Rosamond","Kern","CA"
"Mesquite Solar 1 LLC","S0254","Mesquite Solar 1 (AZ)","Arlington","Maricopa","AZ"
"Tenaska Inc.","S0255","Imperial Solar Energy Center South","Calexico","Imperial","CA"
"Desert Sunlight 250 LLC","S0256","Desert Sunlight 250","Desert Center","Riverside","CA"
"Desert Sunlight 300 LLC","S0257","Desert Sunlight 300","Desert Center","Riverside","CA"
"Campo Verde Solar LLC","S0258","Campo Verde Solar Project","El Centro","Imperial","CA"
"Genesis Solar LLC","S0259","Genesis Solar Energy Project","Blythe","Riverside","CA"
"Clearway Energy","S0260","Kansas South","Lemoore","Kings","CA"
"QE - Foresight Group US","S0261","Radiance Solar 4","Lancaster","Los Angeles","CA"
"QE - Foresight Group US","S0262","Radiance Solar 5","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0271","Western Antelope Blue Sky Ranch A ","Lancaster","Los Angeles","CA"
"Canadian Solar","S0278","RE Rio Grande","Mojave","Kern","CA"
"Goldman Sachs","S0279","RE Victor Phelan Solar One","Adelanto","San Bernardino","CA"
"Canadian Solar","S0280","RE Dillard Road 1","Sloughhouse","Sacramento","CA"
"Canadian Solar","S0281","RE Dillard Road 2","Sloughhouse","Sacramento","CA"
"Canadian Solar","S0282","RE Dillard Road 3","Sloughhouse","Sacramento","CA"
"Canadian Solar","S0283","RE Dillard Road 4","Sloughhouse","Sacramento","CA"
"Canadian Solar","S0284","RE Bruceville Solar 1","Elk Grove","Sacramento","CA"
"Canadian Solar","S0285","RE Bruceville Solar 2","Elk Grove","Sacramento","CA"
"Canadian Solar","S0286","RE Bruceville Solar 3","Elk Grove","Sacramento","CA"
"Goldman Sachs","S0287","RE Rosamond Two","Rosamond","Kern","CA"
"Goldman Sachs","S0288","RE Rosamond One","Rosamond","Kern","CA"
"Longroad Energy","S0289","Cascade Solar PV","Joshua Tree","San Bernardino","CA"
"LS Power","S0291","Centinela Solar Energy","Calexico","Imperial","CA"
"LS Power","S0292","Arlington Valley Solar Energy II","Arlington","Maricopa","AZ"
"Not Available","S0293","Watts","Adelanto","San Bernardino","CA"
"Goldman Sachs","S0294","RE Columbia 3","Mojave","Kern","CA"
"Copper Mountain Solar","S0295","Copper Mountain III (NV)","Boulder City","Clark","NV"
"NRG Solar Community I LLC","S0296","NRG Solar Community I LLC (SDSU Solar)","Brawley","Imperial","CA"
"Goldman Sachs","S0297","Naval Air Weapons Station China Lake","China Lake","Kern","CA"
"AxInfra US LP","S0298","Heber Solar Facility","Heber","Imperial","CA"
"S-Power (Sustainable Power Group)","S0299","Expressway Solar A","Victorville","San Bernardino","CA"
"PSEG Solar Source LLC","S0300","Fall River Mills Project A & B","Fall River Mills","Shasta","CA"
"Not Available","S0301","Kettleman Solar","Kettleman City","Kings","CA"
"Pristine Sun LLC","S0302","Terzian","Reedley","Fresno","CA"
"Bear Creek Solar LLC","S0303","Bear Creek Solar","Lodi","San Joaquin","CA"
"Bay4 Energy Services LLC","S0304","San Benito Smart Park","Hollister","San Benito","CA"
"Sol Orchard","S0305","Ramona 1 & 2","Ramona","San Diego","CA"
"Longroad Energy","S0306","Orion 1 Solar","Arvin","Kern","CA"
"Longroad Energy","S0307","Orion 2 Solar","Lemoore","Kings","CA"
"Southern Power Company","S0308","Adobe Solar","Arvin","Kern","CA"
"GreenLead-TNX Management","S0309","Cloverdale Solar I","Cloverdale","Sonoma","CA"
"Yolo County General Services","S0310","Grasslands EPWF","Davis","Yolo","CA"
"Yolo County General Services","S0311","Grasslands RES-BCT","Davis","Yolo","CA"
"Onward Energy","S0312","Adams East  LLC","Mendota","Fresno","CA"
"Onward Energy","S0313","Camelot  LLC","Mojave","Kern","CA"
"Onward Energy","S0314","Columbia Two  LLC","Mojave","Kern","CA"
"Onward Energy","S0315","Kent South  LLC","Lemoore","Kings","CA"
"Onward Energy","S0316","Old River One LLC","Bakersfield","Kern","CA"
"Onward Energy","S0317","Corcoran Irrigation District Solar  LLC","Corcoran","Kings","CA"
"Onward Energy","S0318","West Antelope Solar Park","Lancaster","Los Angeles","CA"
"Onward Energy","S0319","Kansas LLC","Lemoore","Kings","CA"
"CED California Holdings LLC","S0320","White River Solar 2  LLC (White River West)","Alpaugh","Tulare","CA"
"Not Available","S0321","Regulus Solar","Bakersfield","Kern","CA"
"Southern California Edison (SCE)","S0322","SPVP048 Redlands","Redlands","San Bernardino","CA"
"Not Available","S0323","Atwell Island PV Solar Generating Facility","Alpaugh","Tulare","CA"
"Southern Power Company","S0324","Alhambra Solar Facility","Calipatria","Imperial","CA"
"Southern Power Company","S0325","Arkansas Solar Facility","Calipatria","Imperial","CA"
"Southern Power Company","S0326","Sonora Solar Facility","Calipatria","Imperial","CA"
"Duke Energy Renewables","S0327","Wildwood Solar I","Wasco","Kern","CA"
"EDP Renewables North America LLC","S0328","Lone Valley Solar Park 1","Lucerne Valley","San Bernardino","CA"
"EDP Renewables North America LLC","S0329","Lone Valley Solar Park 2","Lucerne Valley","San Bernardino","CA"
"NextEra Energy Resources LLC","S0330","Shafter Solar LLC","Shafter","Kern","CA"
"Onward Energy","S0331","Cottonwood Goose Lake LLC","Lost Hills","Kern","CA"
"Onward Energy","S0332","Cottonwood City of Corcoran LLC","Corcoran","Kings","CA"
"Onward Energy","S0333","Alamo Solar LLC","San Bernardino","San Bernardino","CA"
"Onward Energy","S0334","Catalina Two LLC","Rosamond","Kern","CA"
"CED California Holdings LLC","S0335","Corcoran 2 Solar LLC CED","Corcoran","Kings","CA"
"CED California Holdings LLC","S0336","Atwell Island West LLC CED","Alpaugh","Tulare","CA"
"Longroad Energy","S0337","Vega Solar","Los Banos","Merced","CA"
"Clearway Energy","S0338","Oasis Solar","Palmdale","Los Angeles","CA"
"Blackwell Solar LLC","S0339","Blackwell Solar","Lost Hills","Kern","CA"
"Lost Hills Solar LLC","S0340","Lost Hills Solar","Lost Hills","Kern","CA"
"North Star Solar LLC","S0341","North Star Solar","Mendota","Fresno","CA"
"Onward Energy","S0342","Imperial Valley Solar Company (IVSC) 2 LLC","Niland","Imperial","CA"
"PSEG Solar Source LLC","S0343","Columbia Solar Energy LLC","Pittsburg","Contra Costa","CA"
"McCoy Solar LLC","S0346","McCoy Solar LLC","Blythe","Riverside","CA"
"Southern Power Company","S0347","Calipatria Solar Farm","Calipatria","Imperial","CA"
"Tulare PV I LLC","S0348","Ivanhoe Solar","Visalia","Tulare","CA"
"Not Available","S0349","Pleasant Valley State Prison","Coalinga","Fresno","CA"
"Not Available","S0350","Coalinga State Hospital","Coalinga","Fresno","CA"
"Not Available","S0351","Snowline - Duncan Road (North)","Phelan","San Bernardino","CA"
"Not Available","S0352","Snowline - Duncan Road (South)","Phelan","San Bernardino","CA"
"Not Available","S0353","Snowline - White Road (North)","Phelan","San Bernardino","CA"
"Not Available","S0354","Snowline - White Road (South)","Phelan","San Bernardino","CA"
"Not Available","S0355","Snowline - White Road (Central)","Phelan","San Bernardino","CA"
"Silicon Ranch Corporation","S0356","CA State Prison LA County (CSPL)","Lancaster","Los Angeles","CA"
"Not Available","S0357","Ironwood State Prison II","Blythe","Riverside","CA"
"Silicon Ranch Corporation","S0358","North Kern State Prison","Delano","Kern","CA"
"Not Available","S0359","North Kern State Prison II","Delano","Kern","CA"
"Not Available","S0360","SolFocus - Victor Valley Community College","Victorville","San Bernardino","CA"
"Not Available","S0361","Patton State Hospital II","Patton","San Bernardino","CA"
"Longroad Energy","S0362","Fairfield-Suisun Sewer District - WTP","Fairfield","Solano","CA"
"Longroad Energy","S0363","Palm Springs SD - Cathedral City HS","Cathedral City","Riverside","CA"
"Longroad Energy","S0364","Walgreens - Moreno Valley","Moreno Valley","Riverside","CA"
"Longroad Energy","S0365","Palm Springs SD - Palm Springs HS","Palm Springs","Riverside","CA"
"Longroad Energy","S0366","Staples - La Mirada","La Mirada","Los Angeles","CA"
"Longroad Energy","S0367","Palm Springs SD - Rancho Mirage HS","Rancho Mirage","Riverside","CA"
"Longroad Energy","S0368","Procter & Gamble - Oxnard","Oxnard","Ventura","CA"
"Not Available","S0369","ELACC - Parking Lot","Monterey Park","Los Angeles","CA"
"Longroad Energy","S0370","Kohl's - San Bernardino - Mill","San Bernardino","San Bernardino","CA"
"Not Available","S0372","Borrego Solar - Twin Oaks","San Marcos","San Diego","CA"
"Longroad Energy","S0373","Bolthouse Farms - S&P","Bakersfield","Kern","CA"
"Not Available","S0374","Soledad","Tehachapi","Kern","CA"
"Silicon Ranch Corporation","S0375","CA Correctional Institution - Tahachapi","Tehachapi","Kern","CA"
"Silicon Ranch Corporation","S0376","CA Correctional Institution II - Tehachapi","Tehachapi","Kern","CA"
"Silicon Ranch Corporation","S0377","Kohl's - San Bernardino - Central","San Bernardino","San Bernardino","CA"
"Longroad Energy","S0378","San Diego - Alta Rd. EMDF Canopy","San Diego","San Diego","CA"
"Longroad Energy","S0379","SCE - Corona","Corona","Riverside","CA"
"RC Energy Hollister, LLC","S0387","Enerparc CA1 LLC","Hollister","San Benito","CA"
"Southwestern Community College","S0399","Southwestern Community College","Chula Vista","San Diego","CA"
"United States Marine Corps","S0400","USMC Maintenance Officer","San Diego","San Diego","CA"
"San Diego City of","S0401","San Diego City Regional Airport Authority","San Diego","San Diego","CA"
"United States Marine Corps","S0402","USMC","San Clemente","Orange","CA"
"Genentech Inc","S0403","Genentech Inc - Oceanside","Oceanside","San Diego","CA"
"Morelos Solar LLC","S0404","Morelos Solar Facility","Lost Hills","Kern","CA"
"Strata Clean Energy","S0405","Strata Roof 1","Sacramento","Sacramento","CA"
"NextEra Energy Resources LLC","S0406","Venable Solar 1","Blythe","Riverside","CA"
"NextEra Energy Resources LLC","S0407","Venable Solar 2","Blythe","Riverside","CA"
"Duke Energy Renewables","S0408","Seville Solar One","Ocotillo Wells","San Diego","CA"
"Duke Energy Renewables","S0409","Seville Solar Two","Ocotillo Wells","San Diego","CA"
"Adelanto Solar LLC","S0410","Adelanto Solar I","Adelanto","San Bernardino","CA"
"Adelanto Solar LLC","S0411","Adelanto Solar II","Adelanto","San Bernardino","CA"
"Onward Energy","S0412","Maricopa West Solar PV","Taft","Kern","CA"
"S-Power (Sustainable Power Group)","S0413","Expressway Solar B","Victorville","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S0414","North Bay Solar 1","Fairfield","Solano","CA"
"S-Power (Sustainable Power Group)","S0415","SEPV Palmdale East LLC","Palmdale","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0416","Tahquitz High School","Hemet","Riverside","CA"
"S-Power (Sustainable Power Group)","S0417","Victor Dry Farm Ranch A","Phelan","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S0418","Victor Dry Farm Ranch B","Phelan","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S0419","Victor Mesa Linda D2","Victorville","San Bernardino","CA"
"S-Power (Sustainable Power Group)","S0420","Victor Mesa Linda E2","Victorville","San Bernardino","CA"
"Adera Solar LLC","S0421","Adera Solar","Chowchilla","Madera","CA"
"Not Available","S0422","AP North Lake Solar","Hemet","Riverside","CA"
"S-Power (Sustainable Power Group)","S0423","Citizen Solar B","Mendota","Fresno","CA"
"Clenera - Renewable Energy","S0424","EE Kettleman Solar 1","Kettleman City","Kings","CA"
"Fresno Cogeneration","S0425","Fresno Solar South","San Joaquin","Fresno","CA"
"Fresno Cogeneration","S0426","Fresno Solar West","San Joaquin","Fresno","CA"
"S-Power (Sustainable Power Group)","S0427","Hayworth Solar Farm","Bakersfield","Kern","CA"
"Hollister Solar LLC","S0428","Hollister Solar","Hollister","San Benito","CA"
"Merced Solar LLC","S0429","Merced Solar","Merced","Merced","CA"
"Mission Solar LLC","S0430","Mission Solar","Merced","Merced","CA"
"S-Power (Sustainable Power Group)","S0431","Redcrest Solar Farm","Bakersfield","Kern","CA"
"S-Power (Sustainable Power Group)","S0432","Sierra Solar Greenworks LLC","Lancaster","Los Angeles","CA"
"Kona Solar LLC","S0433","Terra Francesco","Ontario","San Bernardino","CA"
"CD Arevon USA Inc.","S0434","Coronal Lost Hills Solar","Lost Hills","Kern","CA"
"Coronal Lost Hills, LLC","S0435","Morgan Lancaster I LLC","Lancaster","Los Angeles","CA"
"Silver State Solar Power South, LLC","S0436","Silver State Power South (NV)","Clark","Clark","NV"
"SunHarvest Solar","S0437","Sun Harvest Solar NDP1","Dos Palos","Merced","CA"
"Thrifty Oil","S0438","Golden Springs Building H","Santa Fe Springs","Los Angeles","CA"
"Thrifty Oil","S0439","Golden Springs Building M","Santa Fe Springs","Los Angeles","CA"
"Tenaska Inc.","S0440","Imperial Solar Energy Center West","Seeley","Imperial","CA"
"Kona Solar LLC","S0441","Park Meridian","Riverside","Riverside","CA"
"Not Available","S0442","Pico Rivera","Pico Rivera","Los Angeles","CA"
"CD Arevon USA Inc.","S0443","Quinto Solar PV Project","Gustine","Merced","CA"
"CD Arevon USA Inc.","S0444","Tequesquite Landfill Solar PV Project","Riverside","Riverside","CA"
"S-Power (Sustainable Power Group)","S0445","Woodmere Solar Farm","Bakersfield","Kern","CA"
"Kona Solar LLC","S0446","Rancho Cucamonga Distribution #1","Rancho Cucamonga","San Bernardino","CA"
"Not Available","S0447","SunE - Rochester","Rancho Cucamonga","San Bernardino","CA"
"Not Available","S0448","SunE - Mira Loma","Mira Loma","Riverside","CA"
"Not Available","S0449","SunE - Dupont Ontario","Ontario","San Bernardino","CA"
"Not Available","S0450","SunE - Oxnard","Oxnard","Ventura","CA"
"Not Available","S0451","SunE - San Bernardino","San Bernardino","San Bernardino","CA"
"Not Available","S0452","SunE - Redlands","San Bernardino","San Bernardino","CA"
"Not Available","S0453","SunE - E Philadelphia Ontario","Ontario","San Bernardino","CA"
"Not Available","S0454","SunE - Jurupa Fontana","FONTANA","San Bernardino","CA"
"Not Available","S0455","SunE - Torrance","Torrance","Los Angeles","CA"
"Desert Stateline Solar, LLC","S0457","Desert Stateline Solar Facility","Nipton","San Bernardino","CA"
"Clenera - Renewable Energy","S0458","Buford Five Points Solar Park (Excelsior)","Five Points","Fresno","CA"
"Clenera - Renewable Energy","S0459","Frontier Solar LLC (Crow Creek)","Newman","Stanislaus","CA"
"Augustine Energy Corporation","S0460","Augustine Energy PV","Coachella","Riverside","CA"
"Sol Orchard Imperial 1 LLC","S0461","ECPV Solar","El Centro","Imperial","CA"
"CD Arevon USA Inc.","S0516","Farmersville (Formerly Sequoia PV1)","Farmersville","Tulare","CA"
"Coronal Group LLC","S0517","Sequoia PV2","Hanford","Tulare","CA"
"Coronal Group LLC","S0518","Sequoia PV3","Porterville","Tulare","CA"
"Blythe Solar 110 LLC","S0519","Blythe Solar 110 LLC","Blythe","Riverside","CA"
"CED California Holdings LLC","S0520","Corcoran 3 Solar","Corcoran","Kings","CA"
"X-Elio North America Inc.","S0522","Midway Solar Farm I","Calipatria","Imperial","CA"
"Algonquin Power Sanger LLC","S0525","Algonquin Power SKIC 20 Solar LLC","Taft","Kern","CA"
"Southern Power Company","S0526","Tranquillity LLC","Cantua Creek","Fresno","CA"
"Metropolitan Water District","S0527","Weymouth Solar Plant","La Verne","Los Angeles","CA"
"Onward Energy","S0528","Cottonwood Carport Solar","Novato","Marin","CA"
"NRG Solar Blythe II LLC","S0529","Blythe Solar II LLC","Blythe","Riverside","CA"
"Recurrent Energy LLC","S0530","RE Barren Ridge 1","Mojave","Kern","CA"
"Southern Power Company","S0531","Garland Solar Facility","Rosamond","Kern","CA"
"Southern Power Company","S0532","Henrietta Solar Facility","Lemoore","Kings","CA"
"Recurrent Energy LLC","S0533","RE Mustang","Lemoore","Kings","CA"
"Recurrent Energy LLC","S0534","RE Mustang 3","Lemoore","Kings","CA"
"Recurrent Energy LLC","S0535","RE Mustang 4","Lemoore","Kings","CA"
"Recurrent Energy LLC","S0536","RE Astoria","Rosamond","Kern","CA"
"Recurrent Energy LLC","S0537","RE Astoria 2","Rosamond","Kern","CA"
"Coronal Group LLC","S0538","Nicolis","Delano","Tulare","CA"
"Coronal Group LLC","S0539","Tropico","Delano","Tulare","CA"
"Copper Mountain Solar","S0540","Copper Mountain Solar 4 (NV)","Boulder City","Clark","NV"
"SunPower Capital Services","S0543","Pearblossom Solar","Pearblossom","Los Angeles","CA"
"Westside Assets, LLC","S0544","Westside PV Solar","Lemoore","Kern","CA"
"Duke Energy Renewables","S0545","LongBoat Solar","Barstow","San Bernardino","CA"
"Duke Energy Renewables","S0546","Wildwood Solar II","Lost Hills","Kern","CA"
"Duke Energy Renewables","S0547","Rio Bravo Solar II (PMPJCK)","Buttonwilliow","Kern","CA"
"S-Power (Sustainable Power Group)","S0548","Antelope Big Sky Ranch","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0549","Central Antelope Dry Ranch C","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0550","SEPV Mojave West","Mojave","Kern","CA"
"Green Light Energy Corporation","S0551","Castor Solar Project","Dustin Acres","Kern","CA"
"S-Power (Sustainable Power Group)","S0552","Antelope DSR 1 - Big Sky Solar 1","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0553","Antelope DSR 2 - Big Sky Solar 2","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0554","Beacon 3","Cantil","Kern","CA"
"S-Power (Sustainable Power Group)","S0555","Beacon 4","Cantil","Kern","CA"
"S-Power (Sustainable Power Group)","S0556","Elevation Solar C","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0557","SEPV 18 - Palmdale 18","Palmdale","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0558","Solverde 1","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0559","Summer Solar","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0560","North Lancaster Ranch","Lancaster","Los Angeles","CA"
"Mesquite Solar 1 LLC","S0561","Mesquite Solar 2 (AZ)","Arlington","Maricopa","AZ"
"Mesquite Solar 1 LLC","S0562","Mesquite Solar 3 (AZ)","Arlington","Maricopa","AZ"
"Whitney Point Solar","S0563","Westside Solar LLC","Five Points","Fresno","CA"
"Whitney Point Solar","S0564","Whitney Point Solar LLC","Five Points","Fresno","CA"
"Duke Energy Renewables","S0565","Rio Bravo Solar I LLC (Pumpjack Solar2)","Buttonwillow","Kern","CA"
"CD Arevon USA Inc.","S0566","Kingbird Solar A","Rosamond","Kern","CA"
"CD Arevon USA Inc.","S0567","Kingbird Solar B","Rosamond","Kern","CA"
"S-Power (Sustainable Power Group)","S0568","Western Antelope Blue Sky Ranch B","Lancaster","Los Angeles","CA"
"SunPower Capital Services","S0569","Rosamond West Solar 1 (Stanford Solar)","Rosamond","Kern","CA"
"SunPower Capital Services","S0570","Rosamond West Solar 2 (TID Solar)","Rosamond","Kern","CA"
"Lemoore PV 1 LLC","S0571","Lemoore PV 1 LLC","Lemoore","Kings","CA"
"Golden Solar LLC (Dulles)","S0572","Dulles","Jurupa Valley","Riverside","CA"
"Thrifty Oil","S0575","Golden Springs Building G","Santa Fe Springs","Los Angeles","CA"
"Thrifty Oil","S0576","Golden Springs Building F","Santa Fe Springs","Los Angeles","CA"
"Thrifty Oil","S0577","Golden Springs Building L","Santa Fe Springs","Los Angeles","CA"
"Golden Solar LLC (Dulles)","S0578","Freeway Springs","Santa Fe Springs","Los Angeles","CA"
"CED California Holdings LLC","S0579","Ducor Solar 1","Ducor","Tulare","CA"
"CED California Holdings LLC","S0580","Ducor Solar 2","Ducor","Tulare","CA"
"CED California Holdings LLC","S0581","Ducor Solar 3","Ducor","Tulare","CA"
"CED California Holdings LLC","S0582","Ducor Solar 4","Ducor","Tulare","CA"
"Adapture Renewables, Inc.","S0583","Enerparc CA2","Orland","Glenn","CA"
"NLP Granger A82 LLC","S0584","Mesa Crest (Lilac)","Valley Center","San Diego","CA"
"CED California Holdings LLC","S0585","CED Avenal LLC","Avenal","Kings","CA"
"CED California Holdings LLC","S0586","CED Oro Loma 1 & 2","Firebaugh","Fresno","CA"
"S-Power (Sustainable Power Group)","S0587","Beacon Solar 1","Cantil","Kern","CA"
"Not Available","S0588","Buford Giffen Solar","Cantua Creek","Fresno","CA"
"Not Available","S0589","Little Rock Pham Solar","Palmdale","Los Angeles","CA"
"Clenera - Renewable Energy","S0590","Sunray 2 (formerly SEGS I)","Unincorporated","San Bernardino","CA"
"Clenera - Renewable Energy","S0591","Sunray 3 (formerly SEGS II)","Unincorporated","San Bernardino","CA"
"Not Available","S0592","Lancaster B","Lancaster","Los Angeles","CA"
"Not Available","S0593","Cole Grade","Valley Center","San Diego","CA"
"Not Available","S0594","Jacumba Solar Farm","Jacumba Hot Springs","San Diego","CA"
"Not Available","S0595","Milliken Landfill Solar","Ontario","San Bernardino","CA"
"D. E. Shaw","S0597","Portal Ridge B, LLC","Lancaster","Los Angeles","CA"
"D. E. Shaw","S0598","Portal Ridge C, LLC","Lancaster","Los Angeles","CA"
"Dominion Energy","S0600","Midway Solar Farm II (96WI 8ME, LLC)","Calipatria","Imperial","CA"
"Blythe Solar 110 LLC","S0601","NRG Blythe Solar II LLC","Blythe","Riverside","CA"
"D. E. Shaw","S0602","Rancho Seco Solar","Herald","Sacramento","CA"
"62SK 8MW LLC","S0603","Springbok Solar Farm 1","Cantil","Kern","CA"
"62SK 8MW LLC","S0604","Springbok Solar Farm 2","Cantil","Kern","CA"
"Clenera - Renewable Energy","S0605","Giffen Solar Park LLC","Cantua Creek","Fresno","CA"
"Algonquin Power Sanger LLC","S0606","Algonquin Power SKIC 10 Solar LLC","Taft","Kern","CA"
"Tulare PV I LLC","S0608","Exeter Solar","Exeter","Tulare","CA"
"Tulare PV I LLC","S0609","Lindsay Solar","Lindsay","Tulare","CA"
"S-Power (Sustainable Power Group)","S0612","Lancaster WAD B","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0613","Bayshore Solar B","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0614","Bayshore Solar C","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0615","Bayshore Solar A","Lancaster","Los Angeles","CA"
"S-Power (Sustainable Power Group)","S0616","Aspiration Solar","Cantua Creek","Fresno","CA"
"D. E. Shaw","S0617","Cuyama Solar","Cuyama","Santa Barbara","CA"
"PSEG Solar Source LLC","S0619","Whitehorn Solar LLC","Livermore","Alameda","CA"
"Tesla Inc.","S0620","ATT (DirecTV Broadcast)","Long Beach","Los Angeles","CA"
"Tesla Inc.","S0621","Monterey Regional Water Pollution Control Agency","Marina","Monterey","CA"
"Tesla Inc.","S0622","Intel Corporation - Folsom Carport Phase 1","Folsom","Sacramento","CA"
"Tesla Inc.","S0623","Walmart (CA) - Store #2952 - Murrieta","Murrieta","Riverside","CA"
"Tesla Inc.","S0624","US-TOPCO: Division Site 3 45404","Lancaster","Los Angeles","CA"
"Tesla Inc.","S0625","US-TOPCO: Division Site 3 45406","Lancaster","Los Angeles","CA"
"Tesla Inc.","S0626","US-TOPCO: Kettering Site 1","Lancaster","Los Angeles","CA"
"Tesla Inc.","S0627","Rite Aid - Lancaster","Lancaster","Los Angeles","CA"
"Tesla Inc.","S0628","US-TOPCO: Soccer Center","Lancaster","Los Angeles","CA"
"Tesla Inc.","S0629","Intel Corporation - Folsom Carport Phase 3","Folsom","Sacramento","CA"
"Tesla Inc.","S0630","Genentech Inc. - Vacaville","Vacaville","Solano","CA"
"Tesla Inc.","S0631","Temecula Valley USD Temecula Valley HS","Temecula","Riverside","CA"
"Tesla Inc.","S0632","Sanger USD Sanger High School","Sanger","Fresno","CA"
"Tesla Inc.","S0633","Visalia USD El Diamante HS","Visalia","Tulare","CA"
"San Diego Gas & Electric","S0634","Ramona Solar Energy Facility","Ramona","San Diego","CA"
"CED California Holdings LLC","S0635","Panoche Valley Solar","Paicines","San Benito","CA"
